src:START_ID	dst:END_ID	type:TYPE	verb
36	1	REL	`had elevated fasting; compared; fed`
376	1	REL	`was conducted; described using`
18	385	REL	`including`
18	106	REL	`including`
18	244	REL	`including`
1	294	REL	`to fight`
1	26	REL	`to fight`
1	25	REL	`plays`
1	81	REL	`plays`
18	1	REL	`estimating`
18	0	REL	`estimating`
45	1	REL	`estimating`
45	0	REL	`estimating`
43	1	REL	`estimating`
43	0	REL	`estimating`
26	1	REL	`estimating`
26	0	REL	`estimating`
18	1	REL	`had`
0	386	REL	`including`
0	106	REL	`including`
0	387	REL	`including`
0	244	REL	`including`
0	388	REL	`including`
0	389	REL	`including`
0	390	REL	`including`
0	385	REL	`including`
0	45	REL	`indicating; plays`
0	294	REL	`indicating; plays`
1	45	REL	`plays`
1	294	REL	`plays`
1	0	REL	`plays`
391	1	REL	`including`
42	40	REL	`has`
121	40	REL	`has`
1	392	REL	`dose`
49	25	REL	`might have`
14	25	REL	`might have`
393	1	REL	`indicating`
393	394	REL	`indicating`
393	0	REL	`indicating`
393	25	REL	`indicating`
393	45	REL	`indicating`
393	294	REL	`indicating`
0	26	REL	`including`
0	45	REL	`including`
0	107	REL	`including`
1	43	REL	`to fight`
55	91	REL	`ions`
55	89	REL	`ions`
55	92	REL	`ions`
55	90	REL	`ions`
225	91	REL	`ions`
225	89	REL	`ions`
225	92	REL	`ions`
225	90	REL	`ions`
50	91	REL	`ions`
50	89	REL	`ions`
50	92	REL	`ions`
50	90	REL	`ions`
146	72	REL	`make`
146	50	REL	`make`
50	57	REL	`modulates`
50	56	REL	`modulates`
72	57	REL	`modulates`
72	56	REL	`modulates`
50	146	REL	`has`
55	146	REL	`has`
80	57	REL	`promote`
80	56	REL	`promote`
80	395	REL	`promote`
80	52	REL	`promote`
80	396	REL	`promote`
80	397	REL	`promote`
55	56	REL	`modulating`
55	63	REL	`modulating`
55	57	REL	`modulating`
50	56	REL	`modulating`
50	63	REL	`modulating`
50	57	REL	`modulating`
63	57	REL	`promote`
63	56	REL	`promote`
146	268	REL	`were mixed`
146	398	REL	`were mixed`
399	268	REL	`were mixed`
399	398	REL	`were mixed`
400	268	REL	`were mixed`
400	398	REL	`were mixed`
401	268	REL	`were mixed`
401	398	REL	`were mixed`
402	268	REL	`were mixed`
402	398	REL	`were mixed`
403	268	REL	`were mixed`
403	398	REL	`were mixed`
404	268	REL	`were mixed`
404	398	REL	`were mixed`
405	268	REL	`were mixed`
405	398	REL	`were mixed`
50	247	REL	`was named`
50	406	REL	`was named`
50	407	REL	`was named`
50	408	REL	`was named`
50	409	REL	`was named`
72	247	REL	`was named`
72	406	REL	`was named`
72	407	REL	`was named`
72	408	REL	`was named`
72	409	REL	`was named`
410	411	REL	`were used to determine`
382	318	REL	`was analyzed using`
382	90	REL	`was analyzed using`
382	91	REL	`was analyzed using`
382	89	REL	`was analyzed using`
382	92	REL	`was analyzed using`
412	413	REL	`was added`
414	37	REL	`was injected`
414	312	REL	`was injected`
414	415	REL	`was injected`
416	37	REL	`was injected`
416	312	REL	`was injected`
416	417	REL	`was injected; to prevent`
37	414	REL	`were killed; injecting`
312	414	REL	`were sacrificed using`
418	419	REL	`dehydrated using`
312	420	REL	`were injected`
312	421	REL	`were injected`
73	422	REL	`reached; did not result`
74	225	REL	`had`
423	225	REL	`had`
223	90	REL	`staining`
223	91	REL	`staining`
223	89	REL	`staining`
223	92	REL	`staining`
223	382	REL	`staining`
77	59	REL	`promoted`
51	55	REL	`indicating`
51	50	REL	`indicating`
53	55	REL	`indicating`
53	50	REL	`indicating`
68	55	REL	`indicating`
68	50	REL	`indicating`
82	55	REL	`indicating`
82	50	REL	`indicating`
75	55	REL	`indicating`
75	50	REL	`indicating`
50	109	REL	`to modulate`
62	109	REL	`to modulate`
94	424	REL	`is needed`
57	424	REL	`is needed`
425	248	REL	`staining; staining`
425	94	REL	`staining; indicated; indicated`
425	249	REL	`staining; indicated; indicated`
426	248	REL	`staining; staining`
426	427	REL	`staining; staining`
428	94	REL	`indicated`
429	80	REL	`staining`
62	63	REL	`resulted`
62	57	REL	`resulted`
62	56	REL	`resulted`
50	63	REL	`resulted`
50	57	REL	`resulted`
50	56	REL	`resulted`
1	0	REL	`may play`
109	109	REL	`are reflected`
109	18	REL	`are reflected`
18	109	REL	`are reflected`
18	18	REL	`are reflected`
107	1	REL	`had`
0	1	REL	`implying`
324	0	REL	`may play`
324	45	REL	`may play`
325	0	REL	`may play`
325	45	REL	`may play`
113	0	REL	`may play`
113	45	REL	`may play`
111	0	REL	`may play`
111	45	REL	`may play`
0	0	REL	`poses`
0	45	REL	`poses`
45	0	REL	`poses`
45	45	REL	`poses`
26	0	REL	`poses`
26	45	REL	`poses`
252	0	REL	`poses`
252	45	REL	`poses`
25	0	REL	`poses`
25	45	REL	`poses`
25	18	REL	`invading; has received`
430	18	REL	`has received`
431	18	REL	`has received`
1	45	REL	`played`
1	0	REL	`played`
1	432	REL	`played`
1	25	REL	`played`
112	111	REL	`may be related; participating`
112	113	REL	`may be related; participating`
1	120	REL	`may act`
1	271	REL	`may act`
125	120	REL	`may act`
125	271	REL	`may act`
121	120	REL	`may act`
121	271	REL	`may act`
1	130	REL	`leads`
137	1	REL	`proved`
304	1	REL	`proved`
125	304	REL	`led`
1	120	REL	`had`
433	120	REL	`had`
292	1	REL	`washed; incubated`
434	1	REL	`washed; incubated`
435	1	REL	`washed; incubated`
436	1	REL	`washed; incubated`
291	437	REL	`incubated`
52	438	REL	`count`
52	439	REL	`count`
440	1	REL	`had`
440	441	REL	`had; had`
57	122	REL	`plays`
123	442	REL	`is predicted to lie`
123	443	REL	`is predicted to lie`
1	442	REL	`is predicted to lie`
1	443	REL	`is predicted to lie`
444	130	REL	`preventing`
444	168	REL	`preventing`
444	160	REL	`preventing; suppressing`
169	445	REL	`can result`
169	446	REL	`can result; including`
169	447	REL	`can result; including`
448	169	REL	`fails to suppress`
449	169	REL	`fails to suppress`
448	450	REL	`fails to suppress; leading`
448	451	REL	`fails to suppress; leading`
449	450	REL	`fails to suppress; leading`
449	451	REL	`fails to suppress; leading`
130	147	REL	`promote`
130	169	REL	`promote`
168	147	REL	`promote`
168	169	REL	`promote`
273	1	REL	`requires`
273	452	REL	`requires`
273	453	REL	`requires`
130	45	REL	`has`
130	43	REL	`has`
168	45	REL	`has`
168	43	REL	`has`
1	45	REL	`has`
1	43	REL	`has`
1	141	REL	`resulted`
1	141	REL	`resulted; indicating`
1	454	REL	`reflected`
141	454	REL	`reflected`
1	455	REL	`leads`
1	160	REL	`led`
1	456	REL	`led; including`
1	457	REL	`led; including`
1	458	REL	`led; including`
1	459	REL	`led; including`
1	36	REL	`led; including`
460	130	REL	`indicating`
460	168	REL	`indicating`
460	160	REL	`indicating`
130	130	REL	`indicating`
130	168	REL	`indicating`
130	160	REL	`indicating`
168	130	REL	`indicating`
168	168	REL	`indicating`
168	160	REL	`indicating`
1	130	REL	`indicating`
1	168	REL	`indicating`
1	160	REL	`indicating`
1	455	REL	`may promote`
1	461	REL	`plays`
130	1	REL	`fell`
130	36	REL	`fell`
168	1	REL	`fell`
168	36	REL	`fell`
147	141	REL	`depends`
145	1	REL	`led`
145	147	REL	`led`
145	36	REL	`led`
141	1	REL	`led`
141	147	REL	`led`
141	36	REL	`led`
146	1	REL	`led`
146	147	REL	`led`
146	36	REL	`led`
147	1	REL	`fell`
147	36	REL	`fell`
147	255	REL	`incubated`
147	130	REL	`incubated`
147	168	REL	`incubated`
147	254	REL	`incubated`
147	462	REL	`incubated`
147	463	REL	`incubated`
147	1	REL	`suppressed`
147	254	REL	`suppressed`
1	165	REL	`are protected`
36	165	REL	`are protected`
448	169	REL	`to suppress`
448	464	REL	`to suppress`
448	165	REL	`leading`
1	147	REL	`had elevated fasting`
36	147	REL	`had elevated fasting`
36	147	REL	`had`
47	147	REL	`fed; exhibited`
465	147	REL	`maintained; did not suppress fasting`
465	36	REL	`maintained; did not suppress fasting`
465	466	REL	`maintained; did not suppress fasting`
1	147	REL	`maintained; did not suppress fasting`
1	36	REL	`maintained; did not suppress fasting`
1	466	REL	`maintained; did not suppress fasting`
36	147	REL	`maintained; did not suppress fasting`
36	466	REL	`maintained; did not suppress fasting`
1	467	REL	`prevents`
1	468	REL	`prevents`
147	1	REL	`were observed; fed`
1	465	REL	`are protected`
36	465	REL	`are protected`
1	169	REL	`are protected; to suppress`
36	169	REL	`are protected; to suppress`
1	275	REL	`has; result`
168	1	REL	`was suppressed`
168	36	REL	`was suppressed`
133	1	REL	`was suppressed`
1	111	REL	`may provide; to modulate`
141	111	REL	`may provide; to modulate`
469	1	REL	`were suppressed`
448	1	REL	`were suppressed`
169	1	REL	`were suppressed`
288	1	REL	`were suppressed`
161	177	REL	`suppress`
231	470	REL	`incubated; washed`
231	471	REL	`incubated; washed`
36	472	REL	`were lysed`
473	474	REL	`incubated`
473	475	REL	`washed`
36	476	REL	`were injected`
36	301	REL	`were injected`
130	476	REL	`were injected`
130	301	REL	`were injected`
168	476	REL	`were injected`
168	301	REL	`were injected`
36	470	REL	`were injected; formulated`
130	470	REL	`were injected; formulated`
168	470	REL	`were injected; formulated`
169	476	REL	`were fasted`
169	163	REL	`were fasted`
169	155	REL	`were fasted`
36	476	REL	`were fasted`
36	163	REL	`were fasted`
36	155	REL	`were fasted`
169	470	REL	`were fasted; formulated`
36	470	REL	`were fasted; formulated`
168	329	REL	`were determined using`
168	168	REL	`were determined using`
1	477	REL	`were washed`
1	478	REL	`were washed; incubated`
1	147	REL	`were washed; incubated`
465	329	REL	`were analyzed using`
465	461	REL	`were maintained`
169	1	REL	`resulting`
1	165	REL	`protects`
1	36	REL	`protects`
1	47	REL	`maintained`
36	47	REL	`maintained`
147	47	REL	`maintained`
182	343	REL	`provide`
182	288	REL	`has`
343	182	REL	`was proven to be`
343	479	REL	`was proven to be`
312	480	REL	`reflected`
312	481	REL	`reflected`
482	480	REL	`reflected`
482	481	REL	`reflected`
199	483	REL	`including`
199	484	REL	`including`
485	486	REL	`resulted`
274	487	REL	`resulted`
488	260	REL	`can provide`
489	286	REL	`had`
490	491	REL	`had; had`
490	236	REL	`had; had`
492	493	REL	`continues to`
492	236	REL	`can be formulated`
494	495	REL	`indicating`
496	495	REL	`indicating`
239	45	REL	`is rising`
45	497	REL	`to remove`
208	263	REL	`was determined; using`
208	207	REL	`led`
498	499	REL	`resulted`
498	500	REL	`resulted`
264	290	REL	`had`
209	156	REL	`was expected`
156	210	REL	`extracted; extracts; were extracted`
156	210	REL	`were extracted`
501	264	REL	`depending`
1	264	REL	`depending`
502	210	REL	`were extracted`
210	241	REL	`had`
210	156	REL	`had`
306	359	REL	`extracted`
360	207	REL	`extracted`
360	263	REL	`extracted`
210	207	REL	`extracted`
210	263	REL	`extracted`
199	208	REL	`had`
264	208	REL	`had`
268	503	REL	`were crushed; grounded; sieved`
210	156	REL	`was performed using; to ensure`
382	504	REL	`was analyzed using; were measured using; culturing`
1	318	REL	`was performed using`
141	318	REL	`was performed using`
130	130	REL	`was performed using`
147	147	REL	`was performed using`
147	505	REL	`was performed using`
147	329	REL	`was performed using`
506	161	REL	`was performed using`
506	329	REL	`was performed using`
349	507	REL	`have been shown to have; promoting`
336	52	REL	`adjusted; was used to compare`
336	121	REL	`adjusted; was used to compare`
336	1	REL	`adjusted; was used to compare`
336	122	REL	`adjusted; was used to compare`
336	125	REL	`adjusted; was used to compare`
391	294	REL	`were identified; could be used to predict`
1	294	REL	`were identified; could be used to predict`
219	294	REL	`were identified; could be used to predict`
14	294	REL	`imply; interfering`
42	156	REL	`has; encoded`
121	156	REL	`has; encoded`
508	0	REL	`showed; including`
509	0	REL	`showed; including`
72	384	REL	`cement; treating`
50	384	REL	`cement; treating`
86	510	REL	`can be adjusted; changing`
146	511	REL	`were mixed; melted`
399	511	REL	`were mixed; melted`
400	511	REL	`were mixed; melted`
401	511	REL	`were mixed; melted`
402	511	REL	`were mixed; melted`
403	511	REL	`were mixed; melted`
404	511	REL	`were mixed; melted`
405	511	REL	`were mixed; melted`
268	398	REL	`was poured; cooled`
398	268	REL	`was poured; cooled`
426	68	REL	`staining; showed`
425	234	REL	`staining; implanted`
428	247	REL	`indicated; compared`
384	94	REL	`modulating; facilitating`
72	63	REL	`may restore; prevent`
512	63	REL	`may restore; prevent`
50	63	REL	`may restore; prevent`
25	251	REL	`to enter; initiate`
25	20	REL	`to enter; initiate`
432	1	REL	`were extracted to explore`
1	43	REL	`may serve; predicting`
1	513	REL	`may serve; predicting`
1	114	REL	`appeared; estimate`
1	106	REL	`appeared; estimate`
1	103	REL	`appeared; estimate`
1	104	REL	`appeared; estimate`
0	45	REL	`was shown; may play`
1	0	REL	`was shown; may play`
1	45	REL	`was shown; may play`
1	120	REL	`shows; may act`
125	120	REL	`shows; may act`
122	120	REL	`shows; may act`
141	444	REL	`was achieved; led to`
1	514	REL	`have been described; including`
130	1	REL	`resulted; circulating`
130	36	REL	`resulted; circulating`
130	168	REL	`resulted; circulating`
168	1	REL	`resulted; circulating`
168	36	REL	`resulted; circulating`
168	130	REL	`resulted; circulating`
1	130	REL	`showed; leading`
36	130	REL	`showed; leading`
36	1	REL	`showed; indicating`
1	168	REL	`showed; indicating`
1	168	REL	`showed; leading`
36	168	REL	`showed; indicating`
36	168	REL	`showed; leading`
1	130	REL	`plays; facilitating`
1	168	REL	`plays; facilitating`
130	1	REL	`fell; compared`
130	1	REL	`comparing; fasted`
130	36	REL	`fell; compared`
130	36	REL	`comparing; fasted`
168	1	REL	`fell; compared`
168	1	REL	`comparing; fasted`
168	36	REL	`fell; compared`
168	36	REL	`comparing; fasted`
1	1	REL	`conducted to evaluate`
1	169	REL	`conducted to evaluate`
130	1	REL	`conducted to evaluate`
130	169	REL	`conducted to evaluate`
168	1	REL	`conducted to evaluate`
168	169	REL	`conducted to evaluate`
147	130	REL	`appeared to be suppressed`
1	130	REL	`appeared to be suppressed`
36	130	REL	`appeared to be suppressed`
1	36	REL	`had elevated fasting; compared`
168	515	REL	`fluxed; is converted to`
168	516	REL	`fluxed; is converted to`
161	225	REL	`mitigate; damage`
161	275	REL	`mitigate; damage`
130	225	REL	`mitigate; damage`
130	275	REL	`mitigate; damage`
485	486	REL	`fermented; resulted`
349	517	REL	`have been shown to have`
349	518	REL	`have been shown to have`
45	519	REL	`include stunting`
520	289	REL	`has to be interpreted; owing`
290	289	REL	`has to be interpreted; owing`
208	289	REL	`has to be interpreted; owing`
1	0	REL	`made; implying; screening`
1	45	REL	`made; implying; screening`
521	196	REL	`showed; had; influencing`
521	522	REL	`showed; had; influencing`
521	111	REL	`showed; had; influencing`
1	523	REL	`indicate; might inhibit`
13	26	REL	`might inhibit; prevents`
13	1	REL	`might inhibit; prevents`
50	524	REL	`was taped; sputtered`
72	524	REL	`was taped; sputtered`
86	50	REL	`provides; to incorporate`
86	62	REL	`provides; to incorporate`
1	319	REL	`played; correlated`
1	120	REL	`suggests; may act`
1	271	REL	`suggests; may act`
125	120	REL	`suggests; may act`
125	271	REL	`suggests; may act`
122	120	REL	`suggests; may act`
122	271	REL	`suggests; may act`
52	441	REL	`exhibited; had`
1	525	REL	`prevents; ameliorates`
1	165	REL	`prevents; ameliorates`
130	168	REL	`fell; were observed`
168	130	REL	`fell; were observed`
1	526	REL	`exhibited; including`
1	527	REL	`exhibited; including`
1	528	REL	`exhibited; including`
1	529	REL	`exhibited; including`
36	526	REL	`exhibited; including`
36	527	REL	`exhibited; including`
36	528	REL	`exhibited; including`
36	529	REL	`exhibited; including`
1	36	REL	`prevents; observed`
176	168	REL	`catalyzes; providing`
176	160	REL	`catalyzes; providing`
1	165	REL	`had; to ameliorate`
1	177	REL	`had; to ameliorate`
331	461	REL	`transfected; were exposed`
45	530	REL	`was conducted; following`
45	531	REL	`was conducted; following`
239	240	REL	`is rising; considered`
306	156	REL	`followed; leading`
360	156	REL	`followed; leading`
532	210	REL	`were observed; extracts`
533	210	REL	`were observed; extracts`
534	206	REL	`were identified; including`
534	535	REL	`were identified; including`
534	263	REL	`were identified; including`
212	536	REL	`was not predicted to be; highlighting; to act`
537	376	REL	`were treated; lysate; was extracted`
0	1	REL	`had; were not utilized; investigating`
264	132	REL	`remained; were oxidized; mashing`
210	538	REL	`had; prepared; followed`
210	380	REL	`had; prepared; followed`
122	138	REL	`was shown to be co-expressed; showed; to be`
1	138	REL	`was shown to be co-expressed; showed; to be`
1	156	REL	`located`
539	156	REL	`located`
22	25	REL	`reported`
1	25	REL	`reported`
540	25	REL	`reported`
541	25	REL	`reported`
542	25	REL	`reported`
543	25	REL	`reported`
1	25	REL	`was involved`
1	109	REL	`was involved`
1	25	REL	`has been reported to mediate`
0	0	REL	`databases`
219	0	REL	`databases`
544	45	REL	`embedded`
544	308	REL	`embedded`
537	545	REL	`were treated`
537	13	REL	`were treated`
0	40	REL	`showed`
1	40	REL	`showed`
391	1	REL	`locates`
391	546	REL	`locates`
0	0	REL	`were divided`
0	45	REL	`were divided`
0	1	REL	`were divided`
45	0	REL	`were divided`
45	45	REL	`were divided`
45	1	REL	`were divided`
547	244	REL	`showed`
1	548	REL	`was monitored`
1	549	REL	`was monitored`
1	550	REL	`was monitored`
1	551	REL	`was monitored`
46	548	REL	`was monitored`
46	549	REL	`was monitored`
46	550	REL	`was monitored`
46	551	REL	`was monitored`
1	13	REL	`shows`
13	13	REL	`shows`
13	13	REL	`Quantitated`
13	1	REL	`Quantitated`
552	553	REL	`suffer`
552	44	REL	`suffer`
552	25	REL	`suffer`
26	45	REL	`noticed; compared`
26	267	REL	`noticed; compared`
45	267	REL	`noticed; compared`
244	548	REL	`showed; was monitored`
244	550	REL	`showed; was monitored`
37	50	REL	`confirmed`
37	72	REL	`confirmed`
312	50	REL	`confirmed`
312	72	REL	`confirmed`
50	50	REL	`confirmed`
50	72	REL	`confirmed`
554	50	REL	`confirmed`
554	72	REL	`confirmed`
555	50	REL	`confirmed`
555	72	REL	`confirmed`
94	556	REL	`confirming`
94	57	REL	`confirming`
94	56	REL	`confirming`
50	55	REL	`showed`
268	557	REL	`repair`
268	18	REL	`repair`
268	558	REL	`repair`
268	559	REL	`repair; can be doped`
268	560	REL	`repair; can be doped`
268	561	REL	`repair; can be doped`
268	562	REL	`repair; can be doped`
268	563	REL	`repair; can be doped`
268	57	REL	`repair; can be doped`
268	56	REL	`repair; can be doped`
50	384	REL	`could repair`
72	384	REL	`could repair`
564	565	REL	`was prepared`
249	565	REL	`was prepared`
50	566	REL	`shaken`
72	566	REL	`shaken`
249	566	REL	`shaken`
50	567	REL	`was implanted`
50	482	REL	`was implanted`
72	567	REL	`was implanted`
72	482	REL	`was implanted`
68	71	REL	`showed`
62	50	REL	`could lower`
62	72	REL	`could lower`
559	50	REL	`could lower`
559	72	REL	`could lower`
568	569	REL	`emerged`
352	569	REL	`emerged`
570	570	REL	`attributed`
570	571	REL	`attributed`
571	570	REL	`attributed`
571	571	REL	`attributed`
352	568	REL	`shifted`
352	146	REL	`shifted`
569	568	REL	`shifted`
569	146	REL	`shifted`
568	568	REL	`shifted`
568	146	REL	`shifted`
572	225	REL	`+ impeded`
572	73	REL	`+ impeded`
382	573	REL	`was evaluated`
382	265	REL	`was evaluated`
382	265	REL	`were cultured; showed`
249	89	REL	`cultured; showed`
249	92	REL	`cultured; showed`
249	90	REL	`cultured; showed`
249	91	REL	`cultured; showed`
50	89	REL	`showed`
50	92	REL	`showed`
50	90	REL	`showed`
50	91	REL	`showed`
72	89	REL	`showed`
72	92	REL	`showed`
72	90	REL	`showed`
72	91	REL	`showed`
249	50	REL	`cultured`
249	72	REL	`cultured`
82	69	REL	`compared`
82	250	REL	`compared`
53	69	REL	`compared`
53	250	REL	`compared`
68	69	REL	`compared`
68	250	REL	`compared`
51	69	REL	`compared`
51	250	REL	`compared`
68	51	REL	`showed`
68	53	REL	`showed`
68	50	REL	`showed; meant`
68	62	REL	`showed; meant`
50	246	REL	`showed`
72	246	REL	`showed`
249	574	REL	`showed`
247	574	REL	`showed`
247	575	REL	`showed`
249	50	REL	`showed`
249	72	REL	`showed`
576	50	REL	`showed`
576	72	REL	`showed`
68	56	REL	`showed`
426	68	REL	`showed`
94	249	REL	`was calculated`
94	69	REL	`was calculated`
94	82	REL	`was calculated`
94	68	REL	`was calculated`
94	250	REL	`was calculated`
94	426	REL	`was calculated`
68	577	REL	`possessed`
82	577	REL	`possessed`
68	427	REL	`showed`
82	427	REL	`showed`
37	50	REL	`implanted`
37	72	REL	`implanted`
37	249	REL	`implanted`
578	50	REL	`implanted`
578	72	REL	`implanted`
578	249	REL	`implanted`
425	50	REL	`implanted`
425	72	REL	`implanted`
425	249	REL	`implanted`
247	579	REL	`showed`
247	573	REL	`showed`
85	225	REL	`is achieved`
85	580	REL	`is achieved`
85	146	REL	`is achieved`
213	78	REL	`known`
52	78	REL	`known`
54	78	REL	`known`
72	384	REL	`repaired`
50	384	REL	`repaired`
94	94	REL	`presented`
94	581	REL	`presented`
94	582	REL	`presented`
94	583	REL	`presented; presented`
52	53	REL	`implanted`
52	51	REL	`implanted`
54	53	REL	`implanted`
54	51	REL	`implanted`
78	53	REL	`implanted`
78	51	REL	`implanted`
79	53	REL	`implanted`
79	51	REL	`implanted`
50	584	REL	`showed; did not show`
50	18	REL	`showed; did not show`
50	63	REL	`showed; did not show`
50	417	REL	`showed; did not show`
72	584	REL	`showed; did not show`
72	18	REL	`showed; did not show`
72	63	REL	`showed; did not show`
72	417	REL	`showed; did not show`
312	584	REL	`showed; did not show`
312	18	REL	`showed; did not show`
312	63	REL	`showed; did not show`
312	417	REL	`showed; did not show`
50	312	REL	`were implanted to evaluate; to treat`
72	312	REL	`were implanted to evaluate; to treat`
249	312	REL	`were implanted to evaluate; to treat`
384	574	REL	`showed`
384	577	REL	`showed`
247	577	REL	`showed`
50	247	REL	`showed; compared`
50	249	REL	`showed; compared`
72	247	REL	`showed; compared`
72	249	REL	`showed; compared`
50	585	REL	`shows; to treat`
247	585	REL	`shows; to treat`
72	585	REL	`shows; to treat`
50	384	REL	`regenerated; repairing`
72	384	REL	`regenerated; repairing`
586	50	REL	`showed`
586	554	REL	`showed`
72	587	REL	`may restore`
512	587	REL	`may restore`
50	587	REL	`may restore`
25	81	REL	`can allow; to enter`
25	81	REL	`to enter`
25	81	REL	`entering`
26	588	REL	`reported to be involved`
26	18	REL	`reported to be involved`
26	589	REL	`reported to be involved`
26	386	REL	`reported to be involved`
26	590	REL	`reported to be involved`
26	591	REL	`reported to be involved`
1	588	REL	`reported to be involved`
1	18	REL	`reported to be involved`
1	589	REL	`reported to be involved`
1	386	REL	`reported to be involved`
1	590	REL	`reported to be involved`
1	591	REL	`reported to be involved`
592	45	REL	`were collected`
593	45	REL	`were collected`
594	318	REL	`can influence`
1	0	REL	`were investigated; were`
1	595	REL	`was explored`
45	595	REL	`was explored`
108	0	REL	`were investigated`
596	0	REL	`were investigated`
597	0	REL	`were investigated`
598	0	REL	`were investigated`
599	0	REL	`were investigated`
600	0	REL	`were investigated`
1	601	REL	`showed`
1	602	REL	`showed`
1	245	REL	`showed`
1	603	REL	`showed`
1	103	REL	`showed`
1	114	REL	`showed`
1	109	REL	`showed`
1	604	REL	`showed`
1	0	REL	`showed`
1	605	REL	`showed`
1	0	REL	`was explored`
1	107	REL	`served`
1	118	REL	`served`
1	45	REL	`served`
1	1	REL	`discussed`
45	1	REL	`discussed`
0	1	REL	`discussed`
1	1	REL	`be applied`
1	0	REL	`be applied`
1	45	REL	`be applied`
120	45	REL	`means; can vary`
134	301	REL	`mediate`
0	133	REL	`rely`
1	606	REL	`is known`
607	606	REL	`is known`
271	606	REL	`studied`
441	608	REL	`were grown`
440	608	REL	`were grown`
122	122	REL	`analysed`
122	441	REL	`analysed`
122	1	REL	`analysed`
122	440	REL	`analysed`
1	122	REL	`analysed`
1	441	REL	`analysed`
1	1	REL	`analysed`
1	440	REL	`analysed`
122	45	REL	`attempted to analyse`
122	121	REL	`attempted to analyse`
122	122	REL	`attempted to analyse`
1	45	REL	`attempted to analyse`
1	121	REL	`attempted to analyse`
1	122	REL	`attempted to analyse`
1	123	REL	`alleles`
1	124	REL	`alleles`
1	609	REL	`alleles`
1	137	REL	`was studied`
1	610	REL	`was studied`
1	611	REL	`was studied`
122	271	REL	`to study`
122	122	REL	`to study`
122	1	REL	`to study`
122	125	REL	`to study`
1	271	REL	`to study`
1	122	REL	`to study`
1	1	REL	`to study`
1	125	REL	`to study`
125	271	REL	`to study`
125	122	REL	`to study`
125	1	REL	`to study`
125	125	REL	`to study`
52	120	REL	`may confirm`
52	1	REL	`may confirm`
52	52	REL	`may confirm`
1	120	REL	`may confirm`
1	1	REL	`may confirm`
1	52	REL	`may confirm`
612	120	REL	`may confirm`
612	1	REL	`may confirm`
612	52	REL	`may confirm`
134	120	REL	`may confirm`
134	1	REL	`may confirm`
134	52	REL	`may confirm`
122	45	REL	`conferred`
45	45	REL	`conferred`
1	45	REL	`conferred`
613	45	REL	`conferred`
45	614	REL	`has analysed`
0	615	REL	`employ`
122	615	REL	`employ`
616	617	REL	`stays`
1	122	REL	`differs`
45	123	REL	`alleles`
45	618	REL	`alleles`
1	618	REL	`alleles`
141	1	REL	`was achieved`
169	619	REL	`involves`
169	620	REL	`involves`
169	587	REL	`involves`
169	160	REL	`involves`
621	1	REL	`did not appear to differ`
621	1	REL	`did not appear to differ; compared`
621	36	REL	`did not appear to differ`
621	36	REL	`did not appear to differ; compared`
1	130	REL	`showed`
36	130	REL	`showed`
1	36	REL	`showed; were seen`
36	1	REL	`showed; were seen`
1	168	REL	`showed`
36	168	REL	`showed`
160	460	REL	`are measured; evaluated`
160	130	REL	`are measured; evaluated`
160	168	REL	`are measured; evaluated`
160	1	REL	`are measured; evaluated`
151	130	REL	`labeled`
151	168	REL	`labeled`
169	1	REL	`comparing`
169	36	REL	`comparing`
1	1	REL	`comparing`
1	36	REL	`comparing`
168	1	REL	`compared`
1	1	REL	`compared`
36	1	REL	`compared`
130	1	REL	`compared`
169	168	REL	`can be mediated`
169	622	REL	`can be mediated`
169	623	REL	`can be mediated`
169	160	REL	`can be mediated`
